"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.seed","Input.content","Answer.sentiment","Approve","Reject"
"337F8MIIMZR1KJLAMKPKVA7GUJ004A","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:16:16 PDT 2018","3","BatchId:3379410;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:16:16 PDT 2018","","","3E7TUJ2EGD0Z3TQA5TE8G9X0E2X9D4","A2SBISQJE2ZPJQ","Approved","Sat Sep 22 16:36:09 PDT 2018","Sat Sep 22 16:40:45 PDT 2018","Tue Sep 25 16:40:45 PDT 2018","Sun Sep 23 07:29:12 PDT 2018","","","276","100% (353/353)","100% (353/353)","100% (353/353)","mansions","mansions downtown romantic downtown hotel. save with instant easy to yale. no reservation","Relevance"
"337F8MIIMZR1KJLAMKPKVA7GUJ004A","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:16:16 PDT 2018","3","BatchId:3379410;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:16:16 PDT 2018","","","3OLF68YTNAFA6WEBO5NY04B5WXVFA0","AHP3TKMY58D8Z","Approved","Sat Sep 22 16:36:39 PDT 2018","Sat Sep 22 16:39:05 PDT 2018","Tue Sep 25 16:39:05 PDT 2018","Sun Sep 23 07:29:12 PDT 2018","","","146","100% (290/290)","100% (290/290)","100% (290/290)","mansions","mansions downtown romantic downtown hotel. save with instant easy to yale. no reservation","Relevance"
"337F8MIIMZR1KJLAMKPKVA7GUJ004A","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:16:16 PDT 2018","3","BatchId:3379410;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:16:16 PDT 2018","","","3W8CV64QJ3DGF9VCRPXY7UCY6UQH9L","A1CPNA5L0J834N","Approved","Sat Sep 22 16:35:46 PDT 2018","Sat Sep 22 16:37:03 PDT 2018","Tue Sep 25 16:37:03 PDT 2018","Sun Sep 23 07:29:12 PDT 2018","","","77","100% (81/81)","100% (81/81)","100% (81/81)","mansions","mansions downtown romantic downtown hotel. save with instant easy to yale. no reservation","Relevance"
"3EN4YVUOUC6ZKRA6S31VAQJAMNAXJS","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:16:16 PDT 2018","3","BatchId:3379410;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:16:16 PDT 2018","","","3C8HJ7UOP88HDEE0MK7ACNMN2JDZMR","A1CPNA5L0J834N","Approved","Sat Sep 22 16:33:04 PDT 2018","Sat Sep 22 16:36:05 PDT 2018","Tue Sep 25 16:36:05 PDT 2018","Sun Sep 23 07:29:12 PDT 2018","","","181","100% (81/81)","100% (81/81)","100% (81/81)","book","book accommodation in soho. no reservation costs. great rates. book at hotel metropole,","Relevance"
"3EN4YVUOUC6ZKRA6S31VAQJAMNAXJS","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:16:16 PDT 2018","3","BatchId:3379410;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:16:16 PDT 2018","","","3IHR8NYAM8F7VKNOT79CZV396TM4PH","A2W3KKNN3CAY66","Approved","Sat Sep 22 16:33:36 PDT 2018","Sat Sep 22 16:36:43 PDT 2018","Tue Sep 25 16:36:43 PDT 2018","Sun Sep 23 07:29:13 PDT 2018","","","187","100% (78/78)","100% (78/78)","100% (78/78)","book","book accommodation in soho. no reservation costs. great rates. book at hotel metropole,","Relevance"
"3EN4YVUOUC6ZKRA6S31VAQJAMNAXJS","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:16:16 PDT 2018","3","BatchId:3379410;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:16:16 PDT 2018","","","3YOH7BII0AL5E69N0B5RC4HNP3CKV7","A130P4M9JPT4YA","Approved","Sat Sep 22 16:33:16 PDT 2018","Sat Sep 22 16:33:25 PDT 2018","Tue Sep 25 16:33:25 PDT 2018","Sun Sep 23 07:29:13 PDT 2018","","","9","100% (342/342)","100% (342/342)","100% (342/342)","book","book accommodation in soho. no reservation costs. great rates. book at hotel metropole,","Relevance"
"3XDSWAMB226S3G3OWXPHTEAMZ0EQCA","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:16:16 PDT 2018","3","BatchId:3379410;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:16:16 PDT 2018","","","3018Q3ZVOJ479MJKF0NSHTPOZL5RA6","AHP3TKMY58D8Z","Approved","Sat Sep 22 16:32:32 PDT 2018","Sat Sep 22 16:33:05 PDT 2018","Tue Sep 25 16:33:05 PDT 2018","Sun Sep 23 07:29:13 PDT 2018","","","33","100% (290/290)","100% (290/290)","100% (290/290)","near","near the san antonio center. book at natura queen beach hotel, united mexico.","Irrelevance"
"3XDSWAMB226S3G3OWXPHTEAMZ0EQCA","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:16:16 PDT 2018","3","BatchId:3379410;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:16:16 PDT 2018","","","3TESA3PJ32OHE7FH7VHG4LQENFWMMY","ACDX50KGPE97I","Approved","Sat Sep 22 16:35:55 PDT 2018","Sat Sep 22 16:36:05 PDT 2018","Tue Sep 25 16:36:05 PDT 2018","Sun Sep 23 07:29:13 PDT 2018","","","10","100% (50/50)","100% (50/50)","100% (50/50)","near","near the san antonio center. book at natura queen beach hotel, united mexico.","Irrelevance"
"3XDSWAMB226S3G3OWXPHTEAMZ0EQCA","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:16:16 PDT 2018","3","BatchId:3379410;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:16:16 PDT 2018","","","3VA45EW49O18ILE4RPDVCXRGK4GO17","AMVBZXM810ZMA","Approved","Sat Sep 22 16:35:09 PDT 2018","Sat Sep 22 16:36:33 PDT 2018","Tue Sep 25 16:36:33 PDT 2018","Sun Sep 23 07:29:13 PDT 2018","","","84","100% (97/97)","100% (97/97)","100% (97/97)","near","near the san antonio center. book at natura queen beach hotel, united mexico.","Relevance"
"3B623HUYJ4424TSO7PYHMST4RXES8V","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:16:16 PDT 2018","3","BatchId:3379410;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:16:16 PDT 2018","","","39GHHAVOMG5B99KQYU4S2ZHXXUGJ4W","A1G94QON7A9K0N","Approved","Sat Sep 22 16:35:05 PDT 2018","Sat Sep 22 16:35:17 PDT 2018","Tue Sep 25 16:35:17 PDT 2018","Sun Sep 23 07:29:13 PDT 2018","","","12","100% (403/403)","100% (403/403)","100% (403/403)","free","free lincoln shores ny book reservation great rates save big on this detroit,","Irrelevance"
