"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.seed","Input.content","Answer.sentiment","Approve","Reject"
"3PIOQ99R7Y03MD7W2WI0JQ1N1PYUN1","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:15:19 PDT 2018","3","BatchId:3379409;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:15:19 PDT 2018","","","35GCEFQ6I62GRS6QG22VGODH2SVZ3A","A2LV5432PV1S39","Approved","Sat Sep 22 16:27:46 PDT 2018","Sat Sep 22 16:27:50 PDT 2018","Tue Sep 25 16:27:50 PDT 2018","Sat Sep 22 16:31:18 PDT 2018","","","4","100% (405/405)","100% (405/405)","100% (405/405)","on","on. no reservation costs. great rates.no reservation costs. great ratesb","Irrelevance"
"3PIOQ99R7Y03MD7W2WI0JQ1N1PYUN1","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:15:19 PDT 2018","3","BatchId:3379409;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:15:19 PDT 2018","","","3FIJLY1B6VIHT0KDDO5VQZ00VJUFPF","A2W3KKNN3CAY66","Approved","Sat Sep 22 16:31:06 PDT 2018","Sat Sep 22 16:35:00 PDT 2018","Tue Sep 25 16:35:00 PDT 2018","Sun Sep 23 07:29:29 PDT 2018","","","234","100% (78/78)","100% (78/78)","100% (78/78)","on","on. no reservation costs. great rates.no reservation costs. great ratesb","Irrelevance"
"3PIOQ99R7Y03MD7W2WI0JQ1N1PYUN1","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:15:19 PDT 2018","3","BatchId:3379409;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:15:19 PDT 2018","","","3NG53N1RLWX8ELAQ5AZPG7JE8FHP88","AJPQEZBVJXVE9","Approved","Sat Sep 22 16:32:47 PDT 2018","Sat Sep 22 16:32:54 PDT 2018","Tue Sep 25 16:32:54 PDT 2018","Sun Sep 23 07:29:29 PDT 2018","","","7","100% (91/91)","100% (91/91)","100% (91/91)","on","on. no reservation costs. great rates.no reservation costs. great ratesb","Relevance"
"3I01FDIL6MMLGP7HUIURH2U14UD2D9","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:15:19 PDT 2018","3","BatchId:3379409;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:15:19 PDT 2018","","","33OOO72IVIZ8IGTA33OEN3GUN9MTCM","A2LV5432PV1S39","Approved","Sat Sep 22 16:31:13 PDT 2018","Sat Sep 22 16:31:16 PDT 2018","Tue Sep 25 16:31:16 PDT 2018","Sun Sep 23 07:29:29 PDT 2018","","","3","100% (405/405)","100% (405/405)","100% (405/405)","hotels","hotels & vaudvilibio hotel bedilly asparisside wihmral dinberi center. save","Relevance"
"3I01FDIL6MMLGP7HUIURH2U14UD2D9","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:15:19 PDT 2018","3","BatchId:3379409;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:15:19 PDT 2018","","","3JRJSWSMQIZIGXFUKFOIVECZEMNE3K","APJJ1HHD2GGFS","Approved","Sat Sep 22 16:32:20 PDT 2018","Sat Sep 22 16:32:25 PDT 2018","Tue Sep 25 16:32:25 PDT 2018","Sun Sep 23 07:29:29 PDT 2018","","","5","100% (47/47)","100% (47/47)","100% (47/47)","hotels","hotels & vaudvilibio hotel bedilly asparisside wihmral dinberi center. save","Relevance"
"3I01FDIL6MMLGP7HUIURH2U14UD2D9","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:15:19 PDT 2018","3","BatchId:3379409;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:15:19 PDT 2018","","","3Q5ZZ9ZEVPT4LBS7LVQBI1EXHFH856","A2HM35CWB7IIFM","Approved","Sat Sep 22 16:34:44 PDT 2018","Sat Sep 22 16:34:47 PDT 2018","Tue Sep 25 16:34:47 PDT 2018","Sun Sep 23 07:29:29 PDT 2018","","","3","100% (90/90)","100% (90/90)","100% (90/90)","hotels","hotels & vaudvilibio hotel bedilly asparisside wihmral dinberi center. save","Relevance"
"372AGES0I4JGIFTJ08A4CH51W44RXE","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:15:19 PDT 2018","3","BatchId:3379409;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:15:19 PDT 2018","","","3OVR4I9USQXSVWO3TKO1Z0TJBP84Q8","APJJ1HHD2GGFS","Approved","Sat Sep 22 16:33:37 PDT 2018","Sat Sep 22 16:33:48 PDT 2018","Tue Sep 25 16:33:48 PDT 2018","Sun Sep 23 07:29:29 PDT 2018","","","11","100% (47/47)","100% (47/47)","100% (47/47)","panoramic","panoramict, pattssip.find and compare exclusive deals on hotels in amphens.best","Relevance"
"372AGES0I4JGIFTJ08A4CH51W44RXE","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:15:19 PDT 2018","3","BatchId:3379409;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:15:19 PDT 2018","","","3PPTZCWALRY8YTCSEDERTW6SCK9ZQD","A130P4M9JPT4YA","Approved","Sat Sep 22 16:28:47 PDT 2018","Sat Sep 22 16:29:00 PDT 2018","Tue Sep 25 16:29:00 PDT 2018","Sat Sep 22 16:31:16 PDT 2018","","","13","100% (342/342)","100% (342/342)","100% (342/342)","panoramic","panoramict, pattssip.find and compare exclusive deals on hotels in amphens.best","Irrelevance"
"372AGES0I4JGIFTJ08A4CH51W44RXE","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:15:19 PDT 2018","3","BatchId:3379409;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:15:19 PDT 2018","","","3TK8OJTYM2Z6PX63D3AZ8L3MJDIPVD","AJPQEZBVJXVE9","Approved","Sat Sep 22 16:33:27 PDT 2018","Sat Sep 22 16:33:34 PDT 2018","Tue Sep 25 16:33:34 PDT 2018","Sun Sep 23 07:29:29 PDT 2018","","","7","100% (91/91)","100% (91/91)","100% (91/91)","panoramic","panoramict, pattssip.find and compare exclusive deals on hotels in amphens.best","Relevance"
"371Q3BEXDHNHOPTBGFYUZCQ8Q6LZS7","30HLKW73X2JPP1AI67Y8J58E8Q4CBT","relevancy evaluation","provide the relevancy of keyword to sentences","relevancy evaluation, relevancy keyword","$0.01","Sat Sep 22 16:15:19 PDT 2018","3","BatchId:3379409;OriginalHitTemplateId:926051491;","86400","259200","Sat Sep 22 23:15:19 PDT 2018","","","3A4NIXBJ77DX8PXW7JG148BPNA5LMU","AHP3TKMY58D8Z","Approved","Sat Sep 22 16:31:48 PDT 2018","Sat Sep 22 16:31:53 PDT 2018","Tue Sep 25 16:31:53 PDT 2018","Sun Sep 23 07:29:30 PDT 2018","","","5","100% (290/290)","100% (290/290)","100% (290/290)","4-star","4-star your trip to expiditus cruises & lancon. plan your next trip with exp","Relevance"
